Energy,Branching,# For quenching collisions 16O1D + 46CO2 --> 16O3P + 46CO2 and 18O1D + 44CO2 --> 16O3P + 46CO2
0,0.6590424,
0.945179584,0.6561,
1.890359168,0.652,
3.780718336,0.6322,
5.671077505,0.6028,
7.561436673,0.5648,
7.939508507,0.5564,
9.451795841,0.5205,
11.34215501,0.473,
13.23251418,0.4241,
14.5557656,0.3908,
15.12287335,0.3771,
17.01323251,0.3327,
18.90359168,0.2928,
20,0.26127126,
25,0.138929792,
30,0.020500189,
40,0.009356667,
