0.000000000000000000e+00,0.000000000000000000e+00
3.713447086772805883e-02,2.018699535047287067e-04
7.426894173545611766e-02,4.764130902711598715e-04
1.114034126031841765e-01,7.509562270375908736e-04
1.485378834709122353e-01,1.025499363804022093e-03
1.856723543386402941e-01,1.714539491607498366e-03
2.228068252063683530e-01,1.719904063382295253e-03
2.599412960740964396e-01,1.722623603240351934e-03
2.970757669418244706e-01,1.722623603240351934e-03
3.342102378095525017e-01,1.722623603240351934e-03
3.713447086772805883e-01,1.722623603240351934e-03
4.084791795450086749e-01,1.722623603240351934e-03
4.456136504127367060e-01,1.722623603240351934e-03
4.827481212804647370e-01,1.722623603240351934e-03
5.198825921481928791e-01,1.722623603240351934e-03
5.570170630159209102e-01,1.722623603240351934e-03
5.941515338836489413e-01,1.722623603240351934e-03
6.312860047513769723e-01,1.851374867379091110e-03
6.684204756191050034e-01,2.124024603202305777e-03
7.055549464868331455e-01,2.271709876773214155e-03
7.426894173545611766e-01,2.271709876773214155e-03
7.798238882222892077e-01,2.274457164416313158e-03
8.169583590900173498e-01,2.279803237667748714e-03
8.540928299577453808e-01,2.282476274293466275e-03
8.912273008254734119e-01,2.282476274293466275e-03
9.283617716932014430e-01,2.428899280568895796e-03
9.654962425609294741e-01,2.692460691864669974e-03
1.002630713428657616e+00,2.960313811965069406e-03
1.039765184296385758e+00,3.232963547788284507e-03
1.076899655164113678e+00,3.380648821359190283e-03
1.114034126031841820e+00,3.380648821359190283e-03
1.151168596899569740e+00,2.691450878028288710e-03
1.188303067767297883e+00,2.418801142205074476e-03
1.225437538635026025e+00,2.282476274293466275e-03
1.262572009502753945e+00,2.282476274293466275e-03
1.299706480370482087e+00,2.417613125926974457e-03
1.336840951238210007e+00,2.695608935001622946e-03
1.373975422105938149e+00,3.391415218879442837e-03
1.411109892973666291e+00,3.391415218879442837e-03
1.448244363841394211e+00,4.065465954664611130e-03
1.485378834709122353e+00,4.338115690487826664e-03
1.522513305576850495e+00,4.489587765945167279e-03
1.559647776444578415e+00,4.489587765945167279e-03
1.596782247312306557e+00,4.628585670482491740e-03
1.633916718180034700e+00,4.906581479557141530e-03
1.671051189047762620e+00,5.049440436998280969e-03
1.708185659915490762e+00,5.049440436998280969e-03
1.745320130783218682e+00,5.049440436998280969e-03
1.782454601650946824e+00,5.049440436998280969e-03
1.819589072518674966e+00,5.049440436998280969e-03
