Energy,Branching,# For quenching collisions 16O1D + 45CO2 --> 17O3P + 44CO2 and 17O1D + 44CO2 --> 17O3P + 44CO2
0,0.328188128,
0.945179584,0.326776,
1.890359168,0.324752,
3.780718336,0.314904,
5.671077505,0.300256,
7.561436673,0.281412,
7.939508507,0.27716,
9.451795841,0.25934,
11.34215501,0.235668,
13.23251418,0.211296,
14.5557656,0.194724,
15.12287335,0.1879,
17.01323251,0.165804,
18.90359168,0.145932,
20,0.129924847,
25,0.069194658,
30,0.010210219,
40,0.004660133,
